GeneID,NumberOfLiterature,PubMedIDs,GeneSymbol,Alias,Xref,Chromosome,Cytoband,FullName,GeneType,Description
1460,1,"25788269,",CSNK2B,CK2B|CK2N|CSK2B|Ckb1|Ckb2|G5A,MIM:115441|HGNC:HGNC:2460|Ensembl:ENSG00000204435|Vega:OTTHUMG00000177888,6,6p21.33,casein kinase 2 beta,protein-coding,"casein kinase II subunit beta|CK II beta|CSNK2B-LY6G5B-1072|CSNK2B-LY6G5B-1103|CSNK2B-LY6G5B-532|CSNK2B-LY6G5B-560|CSNK2B-LY6G5B-562|Casein kinase II beta subunit|alternative name: G5a, phosvitin|casein kinase 2, beta polypeptide|casein kinase II b subunit splicing isoform 132|casein kinase II b subunit splicing isoform 247|casein kinase II b subunit splicing isoform 318|casein kinase II b subunit splicing isoform 660|casein kinase II b subunit splicing isoform 806|chimera CSNK2B-LY6G5B splicing isoform 1072|chimera CSNK2B-LY6G5B splicing isoform 1103|chimera CSNK2B-LY6G5B splicing isoform 532|chimera CSNK2B-LY6G5B splicing isoform 560|chimera CSNK2B-LY6G5B splicing isoform 562|phosvitin|protein G5a"
79631,1,"25015090,",EFL1,EFTUD1|FAM42A|HsT19294|RIA1,MIM:617538|HGNC:HGNC:25789|Ensembl:ENSG00000140598|Vega:OTTHUMG00000172573,15,15q25.2,elongation factor like GTPase 1,protein-coding,elongation factor-like GTPase 1|elongation factor Tu GTP binding domain containing 1|elongation factor Tu GTP-binding domain-containing protein 1|elongation factor-like 1|ribosome assembly 1 homolog
3162,3,"24413553,22593583,24234335,",HMOX1,HMOX1D|HO-1|HSP32|bK286B10,MIM:141250|HGNC:HGNC:5013|Ensembl:ENSG00000100292|Vega:OTTHUMG00000150960,22,22q12.3,heme oxygenase 1,protein-coding,"heme oxygenase 1|heat shock protein, 32-kD|heme oxygenase (decycling) 1"
27030,1,"27401157,",MLH3,HNPCC7,MIM:604395|HGNC:HGNC:7128|Ensembl:ENSG00000119684|Vega:OTTHUMG00000171766,14,14q24.3,mutL homolog 3,protein-coding,DNA mismatch repair protein Mlh3
351,1,"17951083,",APP,AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2|preA4,MIM:104760|HGNC:HGNC:620|Ensembl:ENSG00000142192|Vega:OTTHUMG00000078438,21,21q21.3,amyloid beta precursor protein,protein-coding,amyloid beta A4 protein|alzheimer disease amyloid protein|amyloid beta (A4) precursor protein|amyloid precursor protein|beta-amyloid peptide|beta-amyloid peptide(1-40)|beta-amyloid peptide(1-42)|beta-amyloid precursor protein|cerebral vascular amyloid peptide|peptidase nexin-II|protease nexin-II|testicular tissue protein Li 2
2066,3,"16878160,16842254,19017278,",ERBB4,ALS19|HER4|p180erbB4,MIM:600543|HGNC:HGNC:3432|Ensembl:ENSG00000178568|Vega:OTTHUMG00000133012,2,2q34,erb-b2 receptor tyrosine kinase 4,protein-coding,receptor tyrosine-protein kinase erbB-4|ERBB4 transcript variant I12DEL|ERBB4 transcript variant I20DEL|avian erythroblastic leukemia viral (v-erb-b2) oncogene homolog 4|human epidermal growth factor receptor 4|proto-oncogene-like protein c-ErbB-4|tyrosine kinase-type cell surface receptor HER4|v-erb-a erythroblastic leukemia viral oncogene homolog 4|v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4
8744,1,"23095505,",TNFSF9,4-1BB-L|CD137L|TNLG5A,MIM:606182|HGNC:HGNC:11939|Ensembl:ENSG00000125657|Vega:OTTHUMG00000181831,19,19p13.3,TNF superfamily member 9,protein-coding,"tumor necrosis factor ligand superfamily member 9|4-1BB ligand|4-1BBL|homolog of mouse 4-1BB-L|receptor 4-1BB ligand|tumor necrosis factor (ligand) superfamily, member 9|tumor necrosis factor ligand 5A|tumor necrosis factor superfamily member 9"
6753,1,"25554089,",SSTR3,SS-3-R|SS3-R|SS3R|SSR-28,MIM:182453|HGNC:HGNC:11332|Ensembl:ENSG00000278195|Vega:OTTHUMG00000150537,22,22q13.1,somatostatin receptor 3,protein-coding,somatostatin receptor type 3
595,20,"20809334,27466513,18079202,19900369,24722063,18379871,15601836,16614728,24870765,17240151,22776845,12231535,22304571,29489901,27984122,24610618,19806481,23991960,25450356,18343791,",CCND1,BCL1|D11S287E|PRAD1|U21B31,MIM:168461|HGNC:HGNC:1582|Ensembl:ENSG00000110092|Vega:OTTHUMG00000167877,11,11q13.3,cyclin D1,protein-coding,G1/S-specific cyclin-D1|B-cell CLL/lymphoma 1|B-cell lymphoma 1 protein|BCL-1 oncogene|PRAD1 oncogene
23136,4,"16142420,16213361,15731777,25621889,",EPB41L3,4.1B|DAL-1|DAL1,MIM:605331|HGNC:HGNC:3380|Ensembl:ENSG00000082397|Vega:OTTHUMG00000131562,18,18p11.31,erythrocyte membrane protein band 4.1 like 3,protein-coding,band 4.1-like protein 3|differentially expressed in adenocarcinoma of the lung protein 1
1755,6,"12672033,22805772,11912156,15355985,12185598,12168116,",DMBT1,GP340|SAG|SALSA|muclin,MIM:601969|HGNC:HGNC:2926|Ensembl:ENSG00000187908|Vega:OTTHUMG00000019185,10,10q26.13,deleted in malignant brain tumors 1,protein-coding,deleted in malignant brain tumors 1 protein|glycoprotein 340|gp-340|hensin|salivary agglutinin|salivary scavenger and agglutinin|surfactant pulmonary-associated D-binding protein|vomeroglandin
10286,1,"27356265,",BCAS2,DAM1|SPF27|Snt309,MIM:605783|HGNC:HGNC:975|Ensembl:ENSG00000116752|Vega:OTTHUMG00000011898,1,1p13.2,"BCAS2, pre-mRNA processing factor",protein-coding,"pre-mRNA-splicing factor SPF27|DNA amplified in mammary carcinoma 1 protein|breast carcinoma amplified sequence 2|spliceosome associated protein, amplified in breast cancer|spliceosome-associated protein SPF 27"
6672,1,"21274506,",SP100,lysp100b,MIM:604585|HGNC:HGNC:11206|Ensembl:ENSG00000067066|Vega:OTTHUMG00000133203,2,2q37.1,SP100 nuclear antigen,protein-coding,nuclear autoantigen Sp-100|SP100-HMG nuclear autoantigen|nuclear dot-associated Sp100 protein|speckled 100 kDa
1854,1,"16325515,",DUT,dUTPase,MIM:601266|HGNC:HGNC:3078|Ensembl:ENSG00000128951|Vega:OTTHUMG00000172155,15,15q21.1,deoxyuridine triphosphatase,protein-coding,"deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial|dUTP diphosphatase|dUTP nucleotidohydrolase|dUTP pyrophosphatase"
6348,1,"22307528,",CCL3,G0S19-1|LD78ALPHA|MIP-1-alpha|MIP1A|SCYA3,MIM:182283|HGNC:HGNC:10627|Ensembl:ENSG00000277632|Vega:OTTHUMG00000188413,17,17q12,C-C motif chemokine ligand 3,protein-coding,C-C motif chemokine 3|G0/G1 switch regulatory protein 19-1|PAT 464.1|SIS-beta|chemokine (C-C motif) ligand 3|macrophage inflammatory protein 1-alpha|small inducible cytokine A3 (homologous to mouse Mip-1a)|tonsillar lymphocyte LD78 alpha protein
6863,1,"24374326,",TAC1,Hs.2563|NK2|NKNA|NPK|TAC2,MIM:162320|HGNC:HGNC:11517|Ensembl:ENSG00000006128|Vega:OTTHUMG00000154069,7,7q21.3,tachykinin precursor 1,protein-coding,"protachykinin-1|PPT|neurokinin 1|neurokinin 2|neurokinin A|neurokinin alpha|neuromedin L|neuropeptide K|neuropeptide gamma|preprotachykinin|protachykinin|substance K|substance P|tachykinin 2|tachykinin, precursor 1 (substance K, substance P, neurokinin 1, neurokinin 2, neuromedin L, neurokinin alpha, neuropeptide K, neuropeptide gamma)"
379,1,"12472661,",ARL4D,ARF4L|ARL6,MIM:600732|HGNC:HGNC:656|Ensembl:ENSG00000175906|Vega:OTTHUMG00000180881,17,17q21.31,ADP ribosylation factor like GTPase 4D,protein-coding,ADP-ribosylation factor-like protein 4D|ADP-ribosylation factor-like 4D|ADP-ribosylation factor-like 6|ADP-ribosylation factor-like protein 4L
5978,7,"28218430,16478988,28483947,23216891,15767543,30224756,27685921,",REST,NRSF|WT6|XBR,MIM:600571|HGNC:HGNC:9966|Ensembl:ENSG00000084093|Vega:OTTHUMG00000128770,4,4q12,RE1 silencing transcription factor,protein-coding,RE1-silencing transcription factor|RE1-silencing transcription factor variant E1a/E2/E3/E4c|RE1-silencing transcription factor variant E1a/E2/E3/E5|RE1-silencing transcription factor variant E1a/E2/E3/N3a/E4i|RE1-silencing transcription factor variant E1a/E2/E3/N3c/E4|RE1-silencing transcription factor variant E1a/E2/E4|RE1-silencing transcription factor variant E1a/E2/E5|RE1-silencing transcription factor variant E1a/E2a/E2k|RE1-silencing transcription factor variant E1a/E2d/E4g|RE1-silencing transcription factor variant E1a/E2e/E4h|RE1-silencing transcription factor variant E1a/E2f/E4e|RE1-silencing transcription factor variant E1a/E2k/E2i/E3/E4j|RE1-silencing transcription factor variant E1b/E2/E3/E5|RE1-silencing transcription factor variant E1b/E2/E3/N3b/E4i|RE1-silencing transcription factor variant E1b/E2/E3/N3c/E4|RE1-silencing transcription factor variant E1b/E2a/E2k|RE1-silencing transcription factor variant E1b/E2c/E2j/E3/E4|RE1-silencing transcription factor variant E1b/E2e/E4h|RE1-silencing transcription factor variant E1c/E2/E3/E5|RE1-silencing transcription factor variant E1c/E2a/E2k|RE1-silencing transcription factor variant E1c/E2g/E3/E4|neural-restrictive silencer factor|neuron restrictive silencer factor|repressor binding to the X2 box
1386,1,"26747248,",ATF2,CRE-BP1|CREB-2|CREB2|HB16|TREB7,MIM:123811|HGNC:HGNC:784|Ensembl:ENSG00000115966|Vega:OTTHUMG00000132424,2,2q31.1,activating transcription factor 2,protein-coding,"cyclic AMP-dependent transcription factor ATF-2|activating transcription factor 2 splice variant ATF2-var2|cAMP response element-binding protein CRE-BP1|cAMP responsive element binding protein 2, formerly|cAMP-dependent transcription factor ATF-2|cyclic AMP-responsive element-binding protein 2|histone acetyltransferase ATF2"
64065,1,"28323918,",PERP,KCP1|KRTCAP1|PIGPC1|THW|dJ496H19.1,MIM:609301|HGNC:HGNC:17637|Ensembl:ENSG00000112378|Vega:OTTHUMG00000015668,6,6q23.3,"PERP, TP53 apoptosis effector",protein-coding,p53 apoptosis effector related to PMP-22|1110017A08Rik|KCP-1|keratinocyte-associated protein 1|keratinocytes associated protein 1|p53 apoptosis effector related to PMP22|p53-induced protein PIGPC1|transmembrane protein THW
4015,2,"25790191,29729273,",LOX,AAT10,MIM:153455|HGNC:HGNC:6664|Ensembl:ENSG00000113083|Vega:OTTHUMG00000128914,5,5q23.1,lysyl oxidase,protein-coding,protein-lysine 6-oxidase
4071,1,"25855954,",TM4SF1,H-L6|L6|M3S1|TAAL6,MIM:191155|HGNC:HGNC:11853|Ensembl:ENSG00000169908|Vega:OTTHUMG00000159597,3,3q25.1,transmembrane 4 L six family member 1,protein-coding,"transmembrane 4 L6 family member 1|membrane component, chromosome 3, surface marker 1|transmembrane 4 superfamily member 1|tumor-associated antigen L6"
862,1,"14551142,",RUNX1T1,AML1-MTG8|AML1T1|CBFA2T1|CDR|ETO|MTG8|ZMYND2,MIM:133435|HGNC:HGNC:1535|Ensembl:ENSG00000079102|Vega:OTTHUMG00000164066,8,8q21.3,RUNX1 translocation partner 1,protein-coding,"protein CBFA2T1|acute myelogenous leukemia 1 translocation 1, cyclin-D related|core-binding factor, runt domain, alpha subunit 2; translocated to, 1; cyclin D-related|eight twenty one protein|myeloid translocation gene on 8q22|runt related transcription factor 1; translocated to, 1 (cyclin D related)|zinc finger MYND domain-containing protein 2"
27133,1,"26258683,",KCNH5,EAG2|H-EAG2|Kv10.2|hEAG2,MIM:605716|HGNC:HGNC:6254|Ensembl:ENSG00000140015|Vega:OTTHUMG00000029041,14,14q23.2,potassium voltage-gated channel subfamily H member 5,protein-coding,"potassium voltage-gated channel subfamily H member 5|ether-a-go-go-related potassium channel 2|potassium channel, voltage gated eag related subfamily H, member 5|potassium voltage-gated channel, subfamily H (eag-related), member 5|voltage-gated potassium channel subunit Kv10.2"
1894,1,"25237947,",ECT2,ARHGEF31,MIM:600586|HGNC:HGNC:3155|Ensembl:ENSG00000114346|Vega:OTTHUMG00000156762,3,3q26.31,epithelial cell transforming 2,protein-coding,protein ECT2|epithelial cell-transforming sequence 2 oncogene
3956,2,"18519761,18671640,",LGALS1,GAL1|GBP,MIM:150570|HGNC:HGNC:6561|Ensembl:ENSG00000100097|Vega:OTTHUMG00000150661,22,22q13.1,galectin 1,protein-coding,"galectin-1|14 kDa laminin-binding protein|14 kDa lectin|HBL|HLBP14|HPL|S-Lac lectin 1|beta-galactoside-binding lectin L-14-I|beta-galactoside-binding protein 14kDa|gal-1|galaptin|lactose-binding lectin 1|lectin, galactoside-binding, soluble, 1|putative MAPK-activating protein PM12"
23682,1,"24026199,",RAB38,NY-MEL-1|rrGTPbp,MIM:606281|HGNC:HGNC:9776|Ensembl:ENSG00000123892|Vega:OTTHUMG00000167288,11,11q14.2,"RAB38, member RAS oncogene family",protein-coding,ras-related protein Rab-38|Rab-related GTP-binding protein|melanoma antigen NY-MEL-1
3586,8,"21057561,22628023,23570798,26516307,23613317,30253331,14592815,20306684,",IL10,CSIF|GVHDS|IL-10|IL10A|TGIF,MIM:124092|HGNC:HGNC:5962|Ensembl:ENSG00000136634|Vega:OTTHUMG00000036386,1,1q32.1,interleukin 10,protein-coding,interleukin-10|T-cell growth inhibitory factor|cytokine synthesis inhibitory factor
121227,1,"19216216,",LRIG3,LIG3,MIM:608870|HGNC:HGNC:30991|Ensembl:ENSG00000139263|Vega:OTTHUMG00000169940,12,12q14.1,leucine rich repeats and immunoglobulin like domains 3,protein-coding,leucine-rich repeats and immunoglobulin-like domains protein 3|LIG-3
2260,8,"28646488,26083571,27791984,27608415,21527531,21937681,29728520,28468611,",FGFR1,BFGFR|CD331|CEK|ECCL|FGFBR|FGFR-1|FLG|FLT-2|FLT2|HBGFR|HH2|HRTFDS|KAL2|N-SAM|OGD|bFGF-R-1,MIM:136350|HGNC:HGNC:3688|Ensembl:ENSG00000077782|Vega:OTTHUMG00000147366,8,8p11.23,fibroblast growth factor receptor 1,protein-coding,fibroblast growth factor receptor 1|FGFR1/PLAG1 fusion|FMS-like tyrosine kinase 2|basic fibroblast growth factor receptor 1|fms-related tyrosine kinase 2|heparin-binding growth factor receptor|hydroxyaryl-protein kinase|proto-oncogene c-Fgr
56834,1,"25524330,",GPR137,C11orf4|GPR137A|TM7SF1L1,HGNC:HGNC:24300|Ensembl:ENSG00000173264|Vega:OTTHUMG00000167817,11,11q13.1,G protein-coupled receptor 137,protein-coding,integral membrane protein GPR137|transmembrane 7 superfamily member 1-like 1 protein
28996,3,"18408760,19794125,20360400,",HIPK2,PRO0593,MIM:606868|HGNC:HGNC:14402|Ensembl:ENSG00000064393|Vega:OTTHUMG00000157704,7,7q34,homeodomain interacting protein kinase 2,protein-coding,homeodomain-interacting protein kinase 2|hHIPk2
25937,1,"22190458,",WWTR1,TAZ,MIM:607392|HGNC:HGNC:24042|Ensembl:ENSG00000018408|Vega:OTTHUMG00000159614,3,3q25.1,WW domain containing transcription regulator 1,protein-coding,WW domain-containing transcription regulator protein 1|transcriptional co-activator with PDZ-binding motif
5033,1,"28964577,",P4HA1,P4HA,MIM:176710|HGNC:HGNC:8546|Ensembl:ENSG00000122884|Vega:OTTHUMG00000018449,10,10q22.1,prolyl 4-hydroxylase subunit alpha 1,protein-coding,"prolyl 4-hydroxylase subunit alpha-1|C-P4Halpha(I)|collagen prolyl 4-hydroxylase alpha(I)|procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide I|procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-1|prolyl 4-hydroxylase, alpha polypeptide I"
23581,1,"23408445,",CASP14,ARCI12,MIM:605848|HGNC:HGNC:1502|Ensembl:ENSG00000105141|Vega:OTTHUMG00000183205,19,19p13.12,caspase 14,protein-coding,"caspase-14|CASP-14|apoptosis-related cysteine protease|caspase 14, apoptosis-related cysteine peptidase|caspase 14, apoptosis-related cysteine protease"
9966,1,"24023314,",TNFSF15,TL1|TL1A|TNLG1B|VEGI|VEGI192A,MIM:604052|HGNC:HGNC:11931|Ensembl:ENSG00000181634|Vega:OTTHUMG00000021011,9,9q32,TNF superfamily member 15,protein-coding,"tumor necrosis factor ligand superfamily member 15|TNF ligand-related molecule 1|TNF superfamily ligand TL1A|tumor necrosis factor (ligand) superfamily, member 15|tumor necrosis factor ligand 1B|tumor necrosis factor superfamily member 15|vascular endothelial cell growth inhibitor|vascular endothelial growth inhibitor-192A"
4172,2,"20661220,26504025,",MCM3,HCC5|P1-MCM3|P1.h|RLFB,MIM:602693|HGNC:HGNC:6945|Ensembl:ENSG00000112118|Vega:OTTHUMG00000014844,6,6p12.2,minichromosome maintenance complex component 3,protein-coding,"DNA replication licensing factor MCM3|DNA polymerase alpha holoenzyme-associated protein P1|DNA replication factor MCM3|MCM3 minichromosome maintenance deficient 3|RLF subunit beta|cervical cancer proto-oncogene 5|hRlf beta subunit|minichromosome maintenance deficient 3|p102|replication licensing factor, beta subunit"
9076,1,"20546350,",CLDN1,CLD1|ILVASC|SEMP1,MIM:603718|HGNC:HGNC:2032|Ensembl:ENSG00000163347|Vega:OTTHUMG00000156214,3,3q28,claudin 1,protein-coding,claudin-1|senescence-associated epithelial membrane protein 1
4656,1,"17378694,",MYOG,MYF4|bHLHc3|myf-4,MIM:159980|HGNC:HGNC:7612|Ensembl:ENSG00000122180|Vega:OTTHUMG00000042127,1,1q32.1,myogenin,protein-coding,myogenin|class C basic helix-loop-helix protein 3|myogenic factor 4
6391,9,"24758179,27700540,29126304,11897817,15342702,21106325,20236688,26652933,17804857,",SDHC,CYB560|CYBL|PGL3|QPS1|SDH3,MIM:602413|HGNC:HGNC:10682|Ensembl:ENSG00000143252|Vega:OTTHUMG00000034468,1,1q23.3,succinate dehydrogenase complex subunit C,protein-coding,"succinate dehydrogenase cytochrome b560 subunit, mitochondrial|cytochrome B large subunit of complex II|integral membrane protein CII-3b|large subunit of cytochrome b|succinate dehydrgenase cytochrome b|succinate dehydrogenase 3, integral membrane subunit|succinate dehydrogenase complex subunit C integral membrane protein 15kDa|succinate dehydrogenase complex, subunit C, integral membrane protein, 15kD|succinate-ubiquinone oxidoreductase cytochrome B large subunit"
3565,1,"26674732,",IL4,BCGF-1|BCGF1|BSF-1|BSF1|IL-4,MIM:147780|HGNC:HGNC:6014|Ensembl:ENSG00000113520|Vega:OTTHUMG00000059724,5,5q31.1,interleukin 4,protein-coding,interleukin-4|B cell growth factor 1|B_cell stimulatory factor 1|binetrakin|interleukin 4 variant 2|lymphocyte stimulatory factor 1|pitrakinra
54949,2,"28099933,24973967,",SDHAF2,C11orf79|PGL2|SDH5,MIM:613019|HGNC:HGNC:26034|Ensembl:ENSG00000167985|Ensembl:ENSG00000256591|Vega:OTTHUMG00000168148|Vega:OTTHUMG00000168279,11,11q12.2,succinate dehydrogenase complex assembly factor 2,protein-coding,"succinate dehydrogenase assembly factor 2, mitochondrial|SDH assembly factor 2|hSDH5|succinate dehydrogenase subunit 5, mitochondrial"
3398,2,"18085637,23390122,",ID2,GIG8|ID2A|ID2H|bHLHb26,MIM:600386|HGNC:HGNC:5361|Ensembl:ENSG00000115738|Vega:OTTHUMG00000112454,2,2p25.1,"inhibitor of DNA binding 2, HLH protein",protein-coding,"DNA-binding protein inhibitor ID-2|DNA-binding protein inhibitor ID2|cell growth-inhibiting gene 8|class B basic helix-loop-helix protein 26|helix-loop-helix protein ID2|inhibitor of DNA binding 2, dominant negative helix-loop-helix protein|inhibitor of differentiation 2"
2923,1,"29207176,",PDIA3,ER60|ERp57|ERp60|ERp61|GRP57|GRP58|HEL-S-269|HEL-S-93n|HsT17083|P58|PI-PLC,MIM:602046|HGNC:HGNC:4606|Ensembl:ENSG00000167004|Vega:OTTHUMG00000044444,15,15q15.3,protein disulfide isomerase family A member 3,protein-coding,"protein disulfide-isomerase A3|58 kDa glucose-regulated protein|58 kDa microsomal protein|ER protein 57|ER protein 60|disulfide isomerase ER-60|endoplasmic reticulum P58|endoplasmic reticulum resident protein 57|endoplasmic reticulum resident protein 60|epididymis secretory protein Li 269|epididymis secretory sperm binding protein Li 93n|glucose regulated protein, 58kDa|phospholipase C-alpha|protein disulfide isomerase-associated 3"
7042,1,"17453002,",TGFB2,G-TSF|LDS4|TGF-beta2,MIM:190220|HGNC:HGNC:11768|Ensembl:ENSG00000092969|Vega:OTTHUMG00000039521,1,1q41,transforming growth factor beta 2,protein-coding,transforming growth factor beta-2|BSC-1 cell growth inhibitor|cetermin|glioblastoma-derived T-cell suppressor factor|polyergin|prepro-transforming growth factor beta-2
8553,2,"16136500,27591677,",BHLHE40,BHLHB2|Clast5|DEC1|HLHB2|SHARP-2|SHARP2|STRA13|Stra14,MIM:604256|HGNC:HGNC:1046|Ensembl:ENSG00000134107|Vega:OTTHUMG00000119035,3,3p26.1,basic helix-loop-helix family member e40,protein-coding,"class E basic helix-loop-helix protein 40|basic helix-loop-helix domain containing, class B, 2|class B basic helix-loop-helix protein 2|differentially expressed in chondrocytes 1|differentially expressed in chondrocytes protein 1|differentiated embryo chondrocyte expressed gene 1|enhancer-of-split and hairy-related protein 2|stimulated by retinoic acid gene 13 protein"
29851,2,"20207847,30087107,",ICOS,AILIM|CD278|CVID1,MIM:604558|HGNC:HGNC:5351|Ensembl:ENSG00000163600|Vega:OTTHUMG00000132880,2,2q33.2,inducible T-cell costimulator,protein-coding,inducible T-cell costimulator|activation-inducible lymphocyte immunomediatory molecule|inducible T-cell co-stimulator|inducible costimulator
2113,3,"16894529,19148472,16722933,",ETS1,ETS-1|EWSR2|c-ets-1|p54,MIM:164720|HGNC:HGNC:3488|Ensembl:ENSG00000134954|Vega:OTTHUMG00000165799,11,11q24.3,"ETS proto-oncogene 1, transcription factor",protein-coding,protein C-ets-1|Avian erythroblastosis virus E26 (v-ets) oncogene homolog-1|v-ets avian erythroblastosis virus E2 oncogene homolog 1|v-ets avian erythroblastosis virus E26 oncogene homolog 1
2950,8,"25735248,22502660,21128213,15642394,23065688,24460273,18584351,18425080,",GSTP1,DFN7|FAEES3|GST3|GSTP|HEL-S-22|PI,MIM:134660|HGNC:HGNC:4638|Ensembl:ENSG00000084207|Vega:OTTHUMG00000137430,11,11q13.2,glutathione S-transferase pi 1,protein-coding,"glutathione S-transferase P|GST class-pi|GSTP1-1|deafness, X-linked 7|epididymis secretory protein Li 22|fatty acid ethyl ester synthase III"
3383,5,"19306055,29086194,22541082,24289603,21895545,",ICAM1,BB2|CD54|P3.58,MIM:147840|HGNC:HGNC:5344|Ensembl:ENSG00000090339|Vega:OTTHUMG00000180403,19,19p13.2,intercellular adhesion molecule 1,protein-coding,"intercellular adhesion molecule 1|ICAM-1|cell surface glycoprotein P3.58|intercellular adhesion molecule 1 (CD54), human rhinovirus receptor|major group rhinovirus receptor"
4756,2,"22666451,23775842,",NEO1,IGDCC2|NGN|NTN1R2,MIM:601907|HGNC:HGNC:7754|Ensembl:ENSG00000067141|Vega:OTTHUMG00000133509,15,15q24.1,neogenin 1,protein-coding,neogenin|immunoglobulin superfamily DCC subclass member 2|neogenin homolog 1
10641,1,"26455908,",NPRL2,FFEVF2|NPR2|NPR2L|TUSC4,MIM:607072|HGNC:HGNC:24969|Ensembl:ENSG00000114388|Vega:OTTHUMG00000156864,3,3p21.31,"NPR2 like, GATOR1 complex subunit",protein-coding,GATOR complex protein NPRL2|nitrogen permease regulator 2-like protein|2810446G01Rik|G21 protein|NPR2-like protein|gene 21 protein|homologous to yeast nitrogen permease (candidate tumor suppressor)|tumor suppressor candidate 4
2313,1,"20308673,",FLI1,BDPLT21|EWSR2|SIC-1,MIM:193067|HGNC:HGNC:3749|Ensembl:ENSG00000151702|Vega:OTTHUMG00000165792,11,11q24.3,"Fli-1 proto-oncogene, ETS transcription factor",protein-coding,Friend leukemia integration 1 transcription factor|Ewing sarcoma breakpoint region 2|Friend leukemia virus integration 1|transcription factor ERGB
55553,1,"15696967,",SOX6,HSSOX6|SOXD,MIM:607257|HGNC:HGNC:16421|Ensembl:ENSG00000110693|Vega:OTTHUMG00000165876,11,11p15.2,SRY-box 6,protein-coding,transcription factor SOX-6|SRY (sex determining region Y)-box 6|SRY-box containing gene 6
80329,1,"26151313,",ULBP1,N2DL-1|NKG2DL1|RAET1I,MIM:605697|HGNC:HGNC:14893|Ensembl:ENSG00000111981|Vega:OTTHUMG00000015810,6,6q25.1,UL16 binding protein 1,protein-coding,NKG2D ligand 1|alcan-beta|retinoic acid early transcript 1I
3945,1,"18593994,",LDHB,HEL-S-281|LDH-B|LDH-H|LDHBD|TRG-5,MIM:150100|HGNC:HGNC:6541|Ensembl:ENSG00000111716|Vega:OTTHUMG00000133760,12,12p12.1,lactate dehydrogenase B,protein-coding,L-lactate dehydrogenase B chain|LDH heart subunit|epididymis secretory protein Li 281|lactate dehydrogenase H chain|renal carcinoma antigen NY-REN-46|testicular secretory protein Li 25
4214,1,"30483764,",MAP3K1,MAPKKK1|MEKK|MEKK 1|MEKK1|SRXY6,MIM:600982|HGNC:HGNC:6848|Ensembl:ENSG00000095015|Vega:OTTHUMG00000059486,5,5q11.2,mitogen-activated protein kinase kinase kinase 1,protein-coding,"mitogen-activated protein kinase kinase kinase 1|MAP/ERK kinase kinase 1|MAPK/ERK kinase kinase 1|MEK kinase 1|mitogen-activated protein kinase kinase kinase 1, E3 ubiquitin protein ligase"
115290,1,"30064493,",FBXO17,FBG4|FBX26|FBXO26|Fbx17,MIM:609094|HGNC:HGNC:18754|Ensembl:ENSG00000269190,19,19q13.2,F-box protein 17,protein-coding,F-box only protein 17|F-box only protein 26|F-box protein FBG4
7083,4,"18981415,23229746,21505426,20450760,",TK1,TK2,MIM:188300|HGNC:HGNC:11830|Ensembl:ENSG00000167900|Vega:OTTHUMG00000150674,17,17q25.3,thymidine kinase 1,protein-coding,"thymidine kinase, cytosolic|thymidine kinase 1 soluble isoform"
4920,1,"23278988,",ROR2,BDB|BDB1|NTRKR2,MIM:602337|HGNC:HGNC:10257|Ensembl:ENSG00000169071|Vega:OTTHUMG00000020211,9,9q22.31,receptor tyrosine kinase like orphan receptor 2,protein-coding,tyrosine-protein kinase transmembrane receptor ROR2|neurotrophic tyrosine kinase receptor-related 2
7128,4,"28682481,19412163,19608751,19380636,",TNFAIP3,A20|AISBL|OTUD7C|TNFA1P2,MIM:191163|HGNC:HGNC:11896|Ensembl:ENSG00000118503|Vega:OTTHUMG00000015664,6,6q23.3,TNF alpha induced protein 3,protein-coding,"tumor necrosis factor alpha-induced protein 3|OTU domain-containing protein 7C|putative DNA-binding protein A20|tumor necrosis factor inducible protein A20|tumor necrosis factor, alpha induced protein 3|zinc finger protein A20"
51426,1,"20164241,",POLK,DINB1|DINP|POLQ,MIM:605650|HGNC:HGNC:9183|Ensembl:ENSG00000122008|Vega:OTTHUMG00000102107,5,5q13.3,DNA polymerase kappa,protein-coding,DNA polymerase kappa|polymerase (DNA directed) kappa
8862,1,"17412318,",APLN,APEL|XNPEP2,MIM:300297|HGNC:HGNC:16665|Ensembl:ENSG00000171388|Vega:OTTHUMG00000022371,X,Xq26.1,apelin,protein-coding,apelin|AGTRL1 ligand|APJ endogenous ligand
6615,1,"21646478,",SNAI1,SLUGH2|SNA|SNAH|SNAIL|SNAIL1|dJ710H13.1,MIM:604238|HGNC:HGNC:11128|Ensembl:ENSG00000124216|Vega:OTTHUMG00000033048,20,20q13.13,snail family transcriptional repressor 1,protein-coding,zinc finger protein SNAI1|protein sna|protein snail homolog 1|snail 1 homolog|snail 1 zinc finger protein|snail family zinc finger 1|snail homolog 1
